PlayerID,GameType,PlayerName,SkillLevel,ForehandAccuracy,BackhandAccuracy,Speed,Stamina,Reflexes,PositionalAwareness,Weakness,PreferredPosition,OpponentName,OpponentSkillLevel,CourtType,RallyLength,ShotsPerRally,WinningShotsRatio,Positioning,ServeStyle,TacticalApproach
286,Singles,PlayerKR,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentKS,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
287,Doubles,PlayerKS,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentKT,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
288,Singles,PlayerKT,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentKU,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
289,Doubles,PlayerKU,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentKV,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
290,Singles,PlayerKV,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentKW,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
291,Doubles,PlayerKW,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentKX,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
292,Singles,PlayerKX,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentKY,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
293,Doubles,PlayerKY,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentKZ,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
294,Singles,PlayerKZ,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentLA,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
295,Doubles,PlayerLA,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentLB,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
296,Singles,PlayerLB,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentLC,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
297,Doubles,PlayerLC,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentLD,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
298,Singles,PlayerLD,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentLE,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
299,Doubles,PlayerLE,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentLF,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
300,Singles,PlayerLF,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentLG,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
301,Doubles,PlayerLG,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentLH,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
302,Singles,PlayerLH,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentLI,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
303,Doubles,PlayerLI,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentLJ,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
304,Singles,PlayerLJ,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentLK,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
305,Doubles,PlayerLK,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentLL,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
306,Singles,PlayerLL,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentLM,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
307,Doubles,PlayerLM,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentLN,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
308,Singles,PlayerLN,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentLO,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
309,Doubles,PlayerLO,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentLP,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
310,Singles,PlayerLP,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentLQ,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
311,Doubles,PlayerLQ,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentLR,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
312,Singles,PlayerLR,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentLS,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
313,Doubles,PlayerLS,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentLT,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
314,Singles,PlayerLT,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentLU,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
315,Doubles,PlayerLU,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentLV,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
316,Singles,PlayerLV,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentLW,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
317,Doubles,PlayerLW,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentLX,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
318,Singles,PlayerLX,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentLY,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
319,Doubles,PlayerLY,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentLZ,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
320,Singles,PlayerLZ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentMA,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
321,Doubles,PlayerMA,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentMB,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
322,Singles,PlayerMB,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentMC,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
323,Doubles,PlayerMC,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentMD,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
324,Singles,PlayerMD,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentME,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
325,Doubles,PlayerME,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentMF,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
326,Singles,PlayerMF,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentMG,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
327,Doubles,PlayerMG,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentMH,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
328,Singles,PlayerMH,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentMI,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
329,Doubles,PlayerMI,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentMJ,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
330,Singles,PlayerMJ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentMK,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
331,Doubles,PlayerMK,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentML,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
332,Singles,PlayerML,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentMM,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play
333,Doubles,PlayerMM,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentMN,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
334,Singles,PlayerMN,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentMO,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
335,Doubles,PlayerMO,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentMP,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
336,Singles,PlayerMP,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentMQ,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
337,Doubles,PlayerMQ,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentMR,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
338,Singles,PlayerMR,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentMS,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
339,Doubles,PlayerMS,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentMT,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
340,Singles,PlayerMT,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentMU,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
341,Doubles,PlayerMU,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentMV,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
342,Singles,PlayerMV,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentMW,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
343,Doubles,PlayerMW,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentMX,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
344,Singles,PlayerMX,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentMY,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
345,Doubles,PlayerMY,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentMZ,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
346,Singles,PlayerMZ,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentNA,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
347,Doubles,PlayerNA,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentNB,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
348,Singles,PlayerNB,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentNC,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
349,Doubles,PlayerNC,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentND,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
350,Singles,PlayerND,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentNE,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
351,Doubles,PlayerNE,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentNF,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
352,Singles,PlayerNF,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentNG,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
353,Doubles,PlayerNG,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentNH,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
354,Singles,PlayerNH,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentNI,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
355,Doubles,PlayerNI,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentNJ,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
356,Singles,PlayerNJ,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentNK,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
357,Doubles,PlayerNK,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentNL,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
358,Singles,PlayerNL,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentNM,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
359,Doubles,PlayerNM,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentNN,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
360,Singles,PlayerNN,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentNO,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
361,Doubles,PlayerNO,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentNP,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
362,Singles,PlayerNP,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentNQ,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
363,Doubles,PlayerNQ,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentNR,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
364,Singles,PlayerNR,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentNS,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
365,Doubles,PlayerNS,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentNT,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
366,Singles,PlayerNT,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentNU,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
367,Doubles,PlayerNU,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentNV,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
368,Singles,PlayerNV,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentNW,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
369,Doubles,PlayerNW,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentNX,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
370,Singles,PlayerNX,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentNY,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
371,Doubles,PlayerNY,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentNZ,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
372,Singles,PlayerNZ,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentOA,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
373,Doubles,PlayerOA,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentOB,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
374,Singles,PlayerOB,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentOC,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
375,Doubles,PlayerOC,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentOD,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
376,Singles,PlayerOD,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentOE,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
377,Doubles,PlayerOE,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentOF,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
378,Singles,PlayerOF,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentOG,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
379,Doubles,PlayerOG,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentOH,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
380,Singles,PlayerOH,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentOI,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
381,Doubles,PlayerOI,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentOJ,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
382,Singles,PlayerOJ,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentOK,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
383,Doubles,PlayerOK,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentOL,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
384,Singles,PlayerOL,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentOM,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
385,Doubles,PlayerOM,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentON,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
386,Singles,PlayerON,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentOO,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
387,Doubles,PlayerOO,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentOP,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
388,Singles,PlayerOP,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentOQ,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
389,Doubles,PlayerOQ,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentOR,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
390,Singles,PlayerOR,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentOS,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
391,Doubles,PlayerOS,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentOT,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
392,Singles,PlayerOT,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentOU,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
393,Doubles,PlayerOU,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentOV,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
394,Singles,PlayerOV,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentOW,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
395,Doubles,PlayerOW,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentOX,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
396,Singles,PlayerOX,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentOY,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
397,Doubles,PlayerOY,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentOZ,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
398,Singles,PlayerOZ,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentPA,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
399,Doubles,PlayerPA,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentPB,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
400,Singles,PlayerPB,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentPC,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
401,Doubles,PlayerPC,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentPD,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
402,Singles,PlayerPD,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentPE,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
403,Doubles,PlayerPE,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentPF,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
404,Singles,PlayerPF,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentPG,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
405,Doubles,PlayerPG,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentPH,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
406,Singles,PlayerPH,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentPI,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
407,Doubles,PlayerPI,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentPJ,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
408,Singles,PlayerPJ,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentPK,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
409,Doubles,PlayerPK,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentPL,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
410,Singles,PlayerPL,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentPM,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
411,Doubles,PlayerPM,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentPN,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
412,Singles,PlayerPN,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentPO,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
413,Doubles,PlayerPO,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentPP,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
414,Singles,PlayerPP,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentPQ,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
415,Doubles,PlayerPQ,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentPR,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
416,Singles,PlayerPR,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentPS,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
417,Doubles,PlayerPS,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentPT,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
418,Singles,PlayerPT,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentPU,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
419,Doubles,PlayerPU,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentPV,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
420,Singles,PlayerPV,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentPW,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
421,Doubles,PlayerPW,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentPX,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
422,Singles,PlayerPX,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentPY,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
423,Doubles,PlayerPY,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentPZ,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
424,Singles,PlayerPZ,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentQA,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
425,Doubles,PlayerQA,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentQB,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
426,Singles,PlayerQB,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentQC,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
427,Doubles,PlayerQC,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentQD,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
